Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Price_per_sqm,Year,Month,Quarter,PropertyType,Suburb_Median,Price_Deviation
Balwyn North,56a Clifton St,3,h,1230000.0,S,Noel,2016-05-14,9.2,3104.0,3.0,3.0,1.0,310.0,188.0,2012.0,Boroondara,-37.7949,145.1014,Southern Metropolitan,7809.0,3967.7419354838707,2016,5,2016Q2,House,1740000.0,-0.29310344827586204
Balwyn North,2 Tudor Ct,7,h,2600000.0,PI,Barry,2016-05-14,9.2,3104.0,5.0,3.0,3.0,637.0,529.0,2008.0,Boroondara,-37.7898,145.0967,Southern Metropolitan,7809.0,4081.6326530612246,2016,5,2016Q2,House,1740000.0,0.4942528735632184
Balwyn North,28 Walnut Rd,4,h,1950000.0,S,Fletchers,2016-05-14,9.2,3104.0,3.0,3.0,2.0,665.0,232.0,1970.0,Boroondara,-37.7889,145.0904,Southern Metropolitan,7809.0,2932.3308270676694,2016,5,2016Q2,House,1740000.0,0.1206896551724138
Balwyn North,14 Dumblane St,5,h,1750000.0,PI,RW,2016-10-15,9.2,3104.0,5.0,2.0,2.0,710.0,170.0,1955.0,Boroondara,-37.7907,145.0916,Southern Metropolitan,7809.0,2464.788732394366,2016,10,2016Q4,House,1740000.0,0.005747126436781609
Balwyn North,64 Greythorn Rd,5,h,2000000.0,S,Fletchers,2016-10-15,9.2,3104.0,5.0,2.0,2.0,1002.0,244.0,1950.0,Boroondara,-37.796,145.0984,Southern Metropolitan,7809.0,1996.007984031936,2016,10,2016Q4,House,1740000.0,0.14942528735632185
Balwyn North,42 Maud St,3,h,1480000.0,PI,Jellis,2016-10-15,9.2,3104.0,3.0,1.0,4.0,605.0,116.0,1950.0,Boroondara,-37.7951,145.0696,Southern Metropolitan,7809.0,2446.280991735537,2016,10,2016Q4,House,1740000.0,-0.14942528735632185
Balwyn North,11 Stephens St,4,h,3000000.0,PI,Nelson,2016-10-15,9.2,3104.0,4.0,3.0,2.0,1247.0,50.0,,Boroondara,-37.7964,145.086,Southern Metropolitan,7809.0,2405.7738572574176,2016,10,2016Q4,House,1740000.0,0.7241379310344828
Balwyn North,54 Sutton St,3,h,1818000.0,S,Fletchers,2016-10-15,9.2,3104.0,3.0,1.0,1.0,722.0,90.0,1930.0,Boroondara,-37.7956,145.0829,Southern Metropolitan,7809.0,2518.005540166205,2016,10,2016Q4,House,1740000.0,0.04482758620689655
Balwyn North,3 Alpha St,4,h,2170000.0,SP,Fletchers,2016-04-16,9.2,3104.0,4.0,2.0,2.0,1040.0,,,Boroondara,-37.7992,145.0907,Southern Metropolitan,7809.0,2086.5384615384614,2016,4,2016Q2,House,1740000.0,0.2471264367816092
Balwyn North,48 Hosken St,4,h,2525000.0,PI,Jellis,2016-04-16,9.2,3104.0,4.0,2.0,2.0,1235.0,196.0,1960.0,Boroondara,-37.7988,145.089,Southern Metropolitan,7809.0,2044.5344129554655,2016,4,2016Q2,House,1740000.0,0.4511494252873563
Balwyn North,17 Stephens St,4,h,3360000.0,S,Assisi,2016-04-16,9.2,3104.0,4.0,3.0,1.0,904.0,420.0,2003.0,Boroondara,-37.797,145.086,Southern Metropolitan,7809.0,3716.8141592920356,2016,4,2016Q2,House,1740000.0,0.9310344827586207
Balwyn North,20 Ajax St,4,h,1620000.0,S,Jellis,2016-07-16,9.2,3104.0,4.0,2.0,1.0,654.0,,1960.0,Boroondara,-37.7885,145.0854,Southern Metropolitan,7809.0,2477.064220183486,2016,7,2016Q3,House,1740000.0,-0.06896551724137931
Balwyn North,15 Illawarra Rd,3,h,1903000.0,S,Noel,2016-07-16,9.2,3104.0,3.0,1.0,2.0,713.0,720.0,1950.0,Boroondara,-37.7982,145.0816,Southern Metropolitan,7809.0,2669.0042075736324,2016,7,2016Q3,House,1740000.0,0.09367816091954023
Balwyn North,45 Woodville St,4,h,1712000.0,S,Fletchers,2016-09-17,9.2,3104.0,3.0,2.0,2.0,639.0,,,Boroondara,-37.7879,145.0929,Southern Metropolitan,7809.0,2679.186228482003,2016,9,2016Q3,House,1740000.0,-0.016091954022988506
Balwyn North,12 Clifton St,4,h,1720000.0,PI,Marshall,2017-03-18,9.2,3104.0,4.0,3.0,2.0,869.0,170.0,1950.0,Boroondara,-37.8002,145.0999,Southern Metropolitan,7809.0,1979.2865362485616,2017,3,2017Q1,House,1740000.0,-0.011494252873563218
Balwyn North,6 Leicester St,4,h,1670000.0,S,Jellis,2017-03-18,9.2,3104.0,4.0,1.0,4.0,1042.0,,,Boroondara,-37.7908,145.101,Southern Metropolitan,7809.0,1602.6871401151632,2017,3,2017Q1,House,1740000.0,-0.040229885057471264
Balwyn North,23 Maud St,2,h,1350000.0,SP,Nelson,2017-03-18,9.2,3104.0,2.0,1.0,2.0,467.0,,,Boroondara,-37.7945,145.067,Southern Metropolitan,7809.0,2890.7922912205568,2017,3,2017Q1,House,1740000.0,-0.22413793103448276
Balwyn North,9 Seattle St,4,h,1675000.0,S,Fletchers,2017-03-18,9.2,3104.0,4.0,2.0,2.0,667.0,201.0,1974.0,Boroondara,-37.7835,145.0883,Southern Metropolitan,7809.0,2511.2443778110946,2017,3,2017Q1,House,1740000.0,-0.03735632183908046
Balwyn North,16 Sylvan St,4,t,1680000.0,S,Noel,2017-03-18,9.2,3104.0,4.0,3.0,1.0,362.0,200.0,2014.0,Boroondara,-37.7987,145.0788,Southern Metropolitan,7809.0,4640.883977900552,2017,3,2017Q1,Townhouse,1740000.0,-0.034482758620689655
Balwyn North,49 Aylmer St,3,h,1800000.0,PI,hockingstuart,2016-06-18,9.2,3104.0,3.0,1.0,1.0,809.0,,,Boroondara,-37.7976,145.0684,Southern Metropolitan,7809.0,2224.9690976514216,2016,6,2016Q2,House,1740000.0,0.034482758620689655
Balwyn North,14 Hedderwick St,4,h,1550000.0,S,Noel,2016-06-18,9.2,3104.0,4.0,3.0,4.0,707.0,,,Boroondara,-37.8005,145.0986,Southern Metropolitan,7809.0,2192.3620933521925,2016,6,2016Q2,House,1740000.0,-0.10919540229885058
Balwyn North,9 Stephens St,5,h,4000000.0,PI,Marshall,2016-06-18,9.2,3104.0,5.0,5.0,4.0,1364.0,518.0,2013.0,Boroondara,-37.7961,145.0859,Southern Metropolitan,7809.0,2932.551319648094,2016,6,2016Q2,House,1740000.0,1.2988505747126438
Balwyn North,31 Tuxen St,3,h,2900000.0,S,Jellis,2016-06-18,9.2,3104.0,4.0,2.0,2.0,917.0,,,Boroondara,-37.7968,145.0873,Southern Metropolitan,7809.0,3162.4863685932387,2016,6,2016Q2,House,1740000.0,0.6666666666666666
Balwyn North,5 Grieve St,4,h,2205000.0,S,Fletchers,2016-11-19,9.2,3104.0,4.0,2.0,2.0,1010.0,250.0,1950.0,Boroondara,-37.7982,145.0903,Southern Metropolitan,7809.0,2183.168316831683,2016,11,2016Q4,House,1740000.0,0.2672413793103448
Balwyn North,2/22 Severn St,3,t,1137000.0,S,Fletchers,2016-11-19,9.2,3104.0,3.0,2.0,2.0,349.0,,,Boroondara,-37.7955,145.0694,Southern Metropolitan,7809.0,3257.8796561604586,2016,11,2016Q4,Townhouse,1740000.0,-0.34655172413793106
Balwyn North,28 Severn St,3,h,2100000.0,VB,Jellis,2016-11-19,9.2,3104.0,3.0,2.0,3.0,949.0,175.0,1940.0,Boroondara,-37.796,145.0696,Southern Metropolitan,7809.0,2212.8556375131716,2016,11,2016Q4,House,1740000.0,0.20689655172413793
Balwyn North,3 Capella St,2,h,1389000.0,S,Jellis,2016-05-22,9.2,3104.0,2.0,1.0,4.0,701.0,,,Boroondara,-37.7867,145.0718,Southern Metropolitan,7809.0,1981.4550641940086,2016,5,2016Q2,House,1740000.0,-0.20172413793103447
Balwyn North,3/1 Corhampton Rd,2,h,685000.0,SP,Jellis,2016-05-22,9.2,3104.0,2.0,1.0,1.0,177.0,85.0,1975.0,Boroondara,-37.7935,145.0679,Southern Metropolitan,7809.0,3870.0564971751414,2016,5,2016Q2,House,1740000.0,-0.6063218390804598
Balwyn North,1 Morris St,6,h,1900000.0,VB,hockingstuart,2016-05-22,9.2,3104.0,6.0,1.0,6.0,691.0,5.0,,Boroondara,-37.8022,145.0775,Southern Metropolitan,7809.0,2749.6382054992764,2016,5,2016Q2,House,1740000.0,0.09195402298850575
Balwyn North,85a Woodville St,3,h,1335000.0,S,Fletchers,2016-05-22,9.2,3104.0,3.0,2.0,2.0,368.0,177.0,2009.0,Boroondara,-37.7846,145.0935,Southern Metropolitan,7809.0,3627.717391304348,2016,5,2016Q2,House,1740000.0,-0.23275862068965517
Balwyn North,13 Bernard St,3,h,1600000.0,VB,Marshall,2016-08-22,9.2,3104.0,3.0,2.0,2.0,760.0,,,Boroondara,-37.7867,145.0797,Southern Metropolitan,7809.0,2105.2631578947367,2016,8,2016Q3,House,1740000.0,-0.08045977011494253
Balwyn North,4a Corhampton Rd,3,h,1830000.0,S,Fletchers,2016-08-22,9.2,3104.0,3.0,2.0,2.0,493.0,,,Boroondara,-37.7938,145.0675,Southern Metropolitan,7809.0,3711.967545638945,2016,8,2016Q3,House,1740000.0,0.05172413793103448
Balwyn North,41 Helston St,4,h,1900000.0,VB,One,2016-08-22,9.2,3104.0,4.0,2.0,4.0,587.0,165.0,1960.0,Boroondara,-37.7841,145.0953,Southern Metropolitan,7809.0,3236.7972742759794,2016,8,2016Q3,House,1740000.0,0.09195402298850575
Balwyn North,11 Highview Rd,5,h,1500000.0,VB,hockingstuart,2016-04-23,9.2,3104.0,5.0,2.0,2.0,605.0,,,Boroondara,-37.7832,145.0796,Southern Metropolitan,7809.0,2479.3388429752067,2016,4,2016Q2,House,1740000.0,-0.13793103448275862
Balwyn North,3/52 Maud St,2,u,735000.0,S,Christopher,2016-04-23,9.2,3104.0,2.0,1.0,1.0,1075.0,,1970.0,Boroondara,-37.7953,145.0712,Southern Metropolitan,7809.0,683.7209302325581,2016,4,2016Q2,Unit,1740000.0,-0.5775862068965517
Balwyn North,3/48 Alpha St,2,u,1040000.0,S,Fletchers,2016-09-24,9.2,3104.0,2.0,1.0,1.0,250.0,112.0,1995.0,Boroondara,-37.7996,145.0959,Southern Metropolitan,7809.0,4160.0,2016,9,2016Q3,Unit,1740000.0,-0.40229885057471265
Balwyn North,66 Almond St,3,h,1520000.0,S,Jellis,2017-02-25,9.2,3104.0,3.0,1.0,2.0,622.0,,,Boroondara,-37.7882,145.0882,Southern Metropolitan,7809.0,2443.7299035369774,2017,2,2017Q1,House,1740000.0,-0.12643678160919541
Balwyn North,19 Hedderwick St,4,h,1250000.0,VB,Marshall,2017-02-25,9.2,3104.0,4.0,2.0,2.0,644.0,153.0,1950.0,Boroondara,-37.7997,145.0993,Southern Metropolitan,7809.0,1940.9937888198758,2017,2,2017Q1,House,1740000.0,-0.28160919540229884
Balwyn North,34 Kawarren St,6,h,1900000.0,S,Fletchers,2017-02-25,9.2,3104.0,6.0,3.0,2.0,808.0,,1974.0,Boroondara,-37.7842,145.0921,Southern Metropolitan,7809.0,2351.4851485148515,2017,2,2017Q1,House,1740000.0,0.09195402298850575
Balwyn North,430 Balwyn Rd,5,h,1875000.0,PI,Fletchers,2016-06-27,9.2,3104.0,5.0,3.0,2.0,842.0,200.0,1961.0,Boroondara,-37.7854,145.0869,Southern Metropolitan,7809.0,2226.8408551068883,2016,6,2016Q2,House,1740000.0,0.07758620689655173
Balwyn North,43 Helston St,4,h,1530000.0,PI,hockingstuart,2016-06-27,9.2,3104.0,4.0,2.0,2.0,701.0,198.0,1960.0,Boroondara,-37.7839,145.0954,Southern Metropolitan,7809.0,2182.5962910128387,2016,6,2016Q2,House,1740000.0,-0.1206896551724138
Balwyn North,16 Nevada St,4,h,1700000.0,VB,Jellis,2016-06-27,9.2,3104.0,3.0,2.0,5.0,754.0,175.0,1960.0,Boroondara,-37.786,145.0886,Southern Metropolitan,7809.0,2254.6419098143238,2016,6,2016Q2,House,1740000.0,-0.022988505747126436
Balwyn North,3/191 Balwyn Rd,3,t,1238000.0,S,Fletchers,2016-11-27,9.2,3104.0,3.0,2.0,2.0,186.0,,2010.0,Boroondara,-37.8028,145.0828,Southern Metropolitan,7809.0,6655.913978494624,2016,11,2016Q4,Townhouse,1740000.0,-0.2885057471264368
Balwyn North,233 Balwyn Rd,3,h,1320000.0,S,Noel,2016-11-27,9.2,3104.0,3.0,1.0,0.0,635.0,,1960.0,Boroondara,-37.7982,145.0839,Southern Metropolitan,7809.0,2078.740157480315,2016,11,2016Q4,House,1740000.0,-0.2413793103448276
Balwyn North,11 Milfay Ct,3,h,1651000.0,S,Nelson,2016-11-27,9.2,3104.0,3.0,1.0,2.0,657.0,151.0,1960.0,Boroondara,-37.7895,145.0985,Southern Metropolitan,7809.0,2512.937595129376,2016,11,2016Q4,House,1740000.0,-0.051149425287356325
Balwyn North,23A The Boulevard,5,h,1920000.0,S,Marshall,2016-11-27,9.2,3104.0,5.0,3.0,2.0,900.0,355.0,1955.0,Boroondara,-37.7868,145.0677,Southern Metropolitan,7809.0,2133.3333333333335,2016,11,2016Q4,House,1740000.0,0.10344827586206896
Balwyn North,123 Winfield Rd,5,h,1560000.0,S,RT,2016-11-27,9.2,3104.0,5.0,2.0,3.0,845.0,199.0,1980.0,Boroondara,-37.7898,145.1021,Southern Metropolitan,7809.0,1846.1538461538462,2016,11,2016Q4,House,1740000.0,-0.10344827586206896
