TransactionID,Suburb,Date,PropertyType,Price,Bedrooms,Bathrooms,Car_Spaces,Landsize,Price_per_sqm,Suburb_Median,Price_Deviation
62,Balwyn North,2016-07-16,House,1620000.0,4,2.0,1.0,654.0,2477.064220183486,1740000.0,-0.0689655172413793
63,Balwyn North,2016-07-16,House,1903000.0,3,1.0,2.0,713.0,2669.0042075736324,1740000.0,0.0936781609195402
64,Balwyn North,2016-09-17,House,1712000.0,4,2.0,2.0,639.0,2679.186228482003,1740000.0,-0.0160919540229885
65,Balwyn North,2017-03-18,House,1720000.0,4,3.0,2.0,869.0,1979.2865362485616,1740000.0,-0.0114942528735632
66,Balwyn North,2017-03-18,House,1670000.0,4,1.0,4.0,1042.0,1602.6871401151632,1740000.0,-0.0402298850574712
67,Balwyn North,2017-03-18,House,1350000.0,2,1.0,2.0,467.0,2890.7922912205568,1740000.0,-0.2241379310344827
68,Balwyn North,2017-03-18,House,1675000.0,4,2.0,2.0,667.0,2511.244377811094,1740000.0,-0.0373563218390804
69,Balwyn North,2017-03-18,Townhouse,1680000.0,4,3.0,1.0,362.0,4640.883977900552,1740000.0,-0.0344827586206896
70,Balwyn North,2016-06-18,House,1800000.0,3,1.0,1.0,809.0,2224.9690976514216,1740000.0,0.0344827586206896
71,Balwyn North,2016-06-18,House,1550000.0,4,3.0,4.0,707.0,2192.3620933521925,1740000.0,-0.1091954022988505
72,Balwyn North,2016-06-18,House,4000000.0,5,5.0,4.0,1364.0,2932.551319648094,1740000.0,1.2988505747126438
73,Balwyn North,2016-06-18,House,2900000.0,3,2.0,2.0,917.0,3162.4863685932387,1740000.0,0.6666666666666666
74,Balwyn North,2016-11-19,House,2205000.0,4,2.0,2.0,1010.0,2183.168316831683,1740000.0,0.2672413793103448
75,Balwyn North,2016-11-19,Townhouse,1137000.0,3,2.0,2.0,349.0,3257.8796561604586,1740000.0,-0.346551724137931
76,Balwyn North,2016-11-19,House,2100000.0,3,2.0,3.0,949.0,2212.8556375131716,1740000.0,0.2068965517241379
77,Balwyn North,2016-05-22,House,1389000.0,2,1.0,4.0,701.0,1981.4550641940089,1740000.0,-0.2017241379310344
78,Balwyn North,2016-05-22,House,685000.0,2,1.0,1.0,177.0,3870.0564971751414,1740000.0,-0.6063218390804598
79,Balwyn North,2016-05-22,House,1900000.0,6,1.0,6.0,691.0,2749.6382054992764,1740000.0,0.0919540229885057
80,Balwyn North,2016-05-22,House,1335000.0,3,2.0,2.0,368.0,3627.717391304348,1740000.0,-0.2327586206896551
81,Balwyn North,2016-08-22,House,1600000.0,3,2.0,2.0,760.0,2105.2631578947367,1740000.0,-0.0804597701149425
82,Balwyn North,2016-08-22,House,1830000.0,3,2.0,2.0,493.0,3711.967545638945,1740000.0,0.0517241379310344
83,Balwyn North,2016-08-22,House,1900000.0,4,2.0,4.0,587.0,3236.7972742759794,1740000.0,0.0919540229885057
84,Balwyn North,2016-04-23,House,1500000.0,5,2.0,2.0,605.0,2479.3388429752067,1740000.0,-0.1379310344827586
85,Balwyn North,2016-04-23,Unit,735000.0,2,1.0,1.0,1075.0,683.7209302325581,1740000.0,-0.5775862068965517
86,Balwyn North,2016-09-24,Unit,1040000.0,2,1.0,1.0,250.0,4160.0,1740000.0,-0.4022988505747126
87,Balwyn North,2017-02-25,House,1520000.0,3,1.0,2.0,622.0,2443.7299035369774,1740000.0,-0.1264367816091954
88,Balwyn North,2017-02-25,House,1250000.0,4,2.0,2.0,644.0,1940.993788819876,1740000.0,-0.2816091954022988
89,Balwyn North,2017-02-25,House,1900000.0,6,3.0,2.0,808.0,2351.4851485148515,1740000.0,0.0919540229885057
90,Balwyn North,2016-06-27,House,1875000.0,5,3.0,2.0,842.0,2226.8408551068883,1740000.0,0.0775862068965517
91,Balwyn North,2016-06-27,House,1530000.0,4,2.0,2.0,701.0,2182.5962910128387,1740000.0,-0.1206896551724138
92,Balwyn North,2016-06-27,House,1700000.0,4,2.0,5.0,754.0,2254.641909814324,1740000.0,-0.0229885057471264
93,Balwyn North,2016-11-27,Townhouse,1238000.0,3,2.0,2.0,186.0,6655.913978494624,1740000.0,-0.2885057471264368
94,Balwyn North,2016-11-27,House,1320000.0,3,1.0,0.0,635.0,2078.740157480315,1740000.0,-0.2413793103448276
95,Balwyn North,2016-11-27,House,1651000.0,3,1.0,2.0,657.0,2512.937595129376,1740000.0,-0.0511494252873563
96,Balwyn North,2016-11-27,House,1920000.0,5,3.0,2.0,900.0,2133.3333333333335,1740000.0,0.1034482758620689
97,Balwyn North,2016-11-27,House,1560000.0,5,2.0,3.0,845.0,1846.1538461538464,1740000.0,-0.1034482758620689
98,Balwyn North,2016-05-28,House,1550000.0,5,2.0,0.0,942.0,1645.435244161359,1740000.0,-0.1091954022988505
99,Balwyn North,2016-05-28,House,1038000.0,3,2.0,1.0,207.0,5014.492753623188,1740000.0,-0.4034482758620689
100,Balwyn North,2016-05-28,House,1660000.0,5,3.0,2.0,737.0,2252.3744911804615,1740000.0,-0.0459770114942528
101,Balwyn North,2016-05-28,House,1260000.0,3,2.0,2.0,458.0,2751.0917030567684,1740000.0,-0.2758620689655172
102,Balwyn North,2016-08-28,House,2155000.0,4,2.0,3.0,620.0,3475.8064516129034,1740000.0,0.2385057471264367
103,Balwyn North,2016-08-28,House,1225000.0,3,2.0,2.0,282.0,4343.9716312056735,1740000.0,-0.2959770114942529
104,Balwyn North,2016-08-28,House,2150000.0,4,2.0,2.0,730.0,2945.205479452055,1740000.0,0.2356321839080459
105,Balwyn North,2016-08-28,House,1770000.0,3,2.0,1.0,720.0,2458.3333333333335,1740000.0,0.0172413793103448
106,Balwyn North,2016-07-30,House,1836000.0,5,2.0,2.0,939.0,1955.2715654952076,1740000.0,0.0551724137931034
107,Bentleigh,2016-09-03,Unit,636000.0,2,1.0,2.0,202.0,3148.5148514851485,1307000.0,-0.513389441469013
108,Bentleigh,2016-09-03,House,1275000.0,2,1.0,2.0,599.0,2128.5475792988314,1307000.0,-0.0244835501147666
109,Bentleigh,2016-09-03,Unit,875000.0,3,1.0,2.0,348.0,2514.367816091954,1307000.0,-0.3305279265493496
110,Bentleigh,2016-09-03,Townhouse,895000.0,3,2.0,2.0,362.0,2472.3756906077347,1307000.0,-0.3152257077276205
111,Bentleigh,2016-12-03,House,1550000.0,2,1.0,4.0,730.0,2123.2876712328766,1307000.0,0.1859219586840091
112,Bentleigh,2016-12-03,House,1420000.0,4,1.0,4.0,786.0,1806.6157760814249,1307000.0,0.0864575363427697
113,Bentleigh,2016-12-03,House,1425000.0,3,2.0,2.0,613.0,2324.63295269168,1307000.0,0.090283091048202
114,Bentleigh,2016-12-03,Townhouse,851000.0,2,1.0,1.0,140.0,6078.571428571428,1307000.0,-0.3488905891354246
115,Bentleigh,2016-02-04,House,1222500.0,3,2.0,2.0,299.0,4088.628762541806,1307000.0,-0.0646518745218056
116,Bentleigh,2017-03-04,House,1260000.0,4,2.0,2.0,793.0,1588.9029003783105,1307000.0,-0.0359602142310635
117,Bentleigh,2016-06-04,House,2700000.0,4,3.0,2.0,628.0,4299.363057324841,1307000.0,1.065799540933435
118,Bentleigh,2016-06-04,Townhouse,900000.0,3,2.0,1.0,418.0,2153.1100478468898,1307000.0,-0.3114001530221882
119,Bentleigh,2016-06-04,House,1005000.0,7,3.0,4.0,607.0,1655.683690280066,1307000.0,-0.2310635042081101
120,Bentleigh,2016-06-04,House,1317500.0,3,1.0,1.0,576.0,2287.3263888888887,1307000.0,0.0080336648814078
121,Bentleigh,2016-08-06,Townhouse,1435000.0,4,3.0,2.0,291.0,4931.27147766323,1307000.0,0.0979342004590665
122,Bentleigh,2016-08-06,House,1110000.0,3,1.0,2.0,692.0,1604.0462427745665,1307000.0,-0.1507268553940321
123,Bentleigh,2016-08-06,House,2435000.0,4,2.0,2.0,795.0,3062.893081761006,1307000.0,0.8630451415455241
124,Bentleigh,2016-05-07,House,1500000.0,3,2.0,1.0,565.0,2654.8672566371683,1307000.0,0.1476664116296863
125,Bentleigh,2016-11-07,House,1300000.0,4,2.0,2.0,697.0,1865.136298421808,1307000.0,-0.0053557765876052
126,Bentleigh,2016-11-07,House,855000.0,2,1.0,1.0,298.0,2869.1275167785234,1307000.0,-0.3458301453710788
127,Bentleigh,2016-10-08,House,1125000.0,3,1.0,2.0,584.0,1926.3698630136987,1307000.0,-0.1392501912777352
128,Bentleigh,2016-10-08,House,1135000.0,3,1.0,2.0,627.0,1810.207336523126,1307000.0,-0.1315990818668707
129,Bentleigh,2016-10-08,House,867000.0,3,2.0,1.0,578.0,1500.0,1307000.0,-0.3366488140780413
130,Bentleigh,2016-09-10,House,1328000.0,4,2.0,2.0,610.0,2177.0491803278687,1307000.0,0.0160673297628156
131,Bentleigh,2016-09-10,House,1340000.0,3,2.0,1.0,526.0,2547.528517110266,1307000.0,0.0252486610558531
132,Bentleigh,2016-09-10,Townhouse,1155000.0,4,3.0,2.0,271.0,4261.992619926199,1307000.0,-0.1162968630451415
133,Bentleigh,2016-09-10,House,1275000.0,3,1.0,4.0,758.0,1682.0580474934036,1307000.0,-0.0244835501147666
134,Bentleigh,2016-12-10,House,855000.0,2,1.0,1.0,296.0,2888.5135135135133,1307000.0,-0.3458301453710788
135,Bentleigh,2016-12-10,Townhouse,1100000.0,3,2.0,2.0,333.0,3303.303303303303,1307000.0,-0.1583779648048967
136,Bentleigh,2016-12-10,Unit,650000.0,2,1.0,1.0,116.0,5603.448275862069,1307000.0,-0.5026778882938026
137,Bentleigh,2016-12-10,House,1815000.0,4,2.0,4.0,902.0,2012.1951219512196,1307000.0,0.3886763580719204
138,Bentleigh,2016-12-10,House,2255000.0,4,3.0,2.0,557.0,4048.4739676840218,1307000.0,0.7253251721499617
139,Bentleigh,2017-02-11,House,1470000.0,3,2.0,2.0,613.0,2398.042414355628,1307000.0,0.1247130833970925
140,Bentleigh,2016-11-12,Unit,420000.0,2,1.0,0.0,1045.0,401.9138755980861,1307000.0,-0.6786534047436878
141,Bentleigh,2016-11-12,Unit,855000.0,2,2.0,3.0,226.0,3783.185840707965,1307000.0,-0.3458301453710788
142,Bentleigh,2016-11-12,House,1450000.0,4,1.0,1.0,567.0,2557.319223985891,1307000.0,0.1094108645753634
143,Bentleigh,2016-11-12,House,1200000.0,3,2.0,2.0,590.0,2033.8983050847455,1307000.0,-0.0818668706962509
144,Bentleigh,2016-11-12,House,1860000.0,4,2.0,3.0,855.0,2175.438596491228,1307000.0,0.423106350420811
145,Bentleigh,2016-08-13,Unit,725000.0,2,1.0,1.0,227.0,3193.8325991189427,1307000.0,-0.4452945677123183
146,Bentleigh,2016-10-15,House,1293000.0,3,1.0,1.0,632.0,2045.886075949367,1307000.0,-0.0107115531752104
147,Bentleigh,2016-10-15,House,1390000.0,3,1.0,2.0,723.0,1922.5449515905948,1307000.0,0.0635042081101759
148,Bentleigh,2016-10-15,House,1400000.0,3,2.0,1.0,699.0,2002.8612303290415,1307000.0,0.0711553175210405
149,Bentleigh,2016-10-15,House,1328000.0,3,2.0,2.0,690.0,1924.6376811594205,1307000.0,0.0160673297628156
150,Bentleigh,2016-10-15,Townhouse,1247000.0,4,2.0,3.0,354.0,3522.598870056497,1307000.0,-0.0459066564651874
151,Bentleigh,2016-10-15,House,1311000.0,3,2.0,2.0,592.0,2214.527027027027,1307000.0,0.0030604437643458
152,Bentleigh,2016-10-15,House,1100000.0,3,1.0,2.0,382.0,2879.581151832461,1307000.0,-0.1583779648048967
153,Bentleigh,2016-04-16,House,1327500.0,3,1.0,2.0,700.0,1896.428571428571,1307000.0,0.0156847742922723
154,Bentleigh,2016-04-16,House,1560000.0,4,3.0,1.0,695.0,2244.6043165467627,1307000.0,0.1935730680948737
155,Bentleigh,2016-07-16,House,1370000.0,3,1.0,2.0,624.0,2195.5128205128203,1307000.0,0.0482019892884468
156,Bentleigh,2016-07-16,House,1100000.0,3,1.0,2.0,632.0,1740.506329113924,1307000.0,-0.1583779648048967
157,Bentleigh,2016-07-16,House,1385000.0,4,2.0,1.0,576.0,2404.5138888888887,1307000.0,0.0596786534047436
158,Bentleigh,2016-09-17,Townhouse,1275000.0,3,2.0,2.0,309.0,4126.21359223301,1307000.0,-0.0244835501147666
159,Bentleigh,2016-09-17,House,1095000.0,3,2.0,1.0,581.0,1884.681583476764,1307000.0,-0.162203519510329
160,Bentleigh,2016-09-17,Unit,797500.0,2,1.0,2.0,321.0,2484.423676012461,1307000.0,-0.3898240244835501
161,Bentleigh,2017-03-18,Unit,725000.0,2,1.0,1.0,677.0,1070.901033973412,1307000.0,-0.4452945677123183
162,Bentleigh,2017-03-18,Townhouse,825000.0,3,2.0,2.0,147.0,5612.244897959184,1307000.0,-0.3687834736036725
163,Bentleigh,2016-06-18,House,1600000.0,5,3.0,2.0,772.0,2072.538860103627,1307000.0,0.224177505738332
164,Bentleigh,2016-06-18,House,1165000.0,3,1.0,2.0,694.0,1678.6743515850144,1307000.0,-0.1086457536342769
165,Bentleigh,2016-06-18,House,1355000.0,4,2.0,3.0,591.0,2292.7241962774956,1307000.0,0.0367253251721499
166,Bentleigh,2016-06-18,House,1910000.0,4,2.0,4.0,736.0,2595.108695652174,1307000.0,0.4613618974751339
167,Bentleigh,2016-11-19,House,1448000.0,3,2.0,3.0,568.0,2549.2957746478874,1307000.0,0.1078806426931905
168,Bentleigh,2016-11-19,Unit,820000.0,2,1.0,3.0,336.0,2440.4761904761904,1307000.0,-0.3726090283091048
169,Bentleigh,2016-05-22,House,1041000.0,4,2.0,1.0,292.0,3565.068493150685,1307000.0,-0.2035195103289977
170,Bentleigh,2016-08-22,House,1430000.0,4,2.0,2.0,611.0,2340.425531914894,1307000.0,0.0941086457536342
171,Bentleigh,2016-08-22,House,910000.0,2,1.0,2.0,274.0,3321.167883211679,1307000.0,-0.3037490436113236
172,Bentleigh,2016-08-22,House,2520000.0,4,4.0,2.0,579.0,4352.331606217616,1307000.0,0.928079571537873
173,Bentleigh,2016-09-24,House,1350000.0,3,1.0,1.0,617.0,2188.0064829821717,1307000.0,0.0328997704667176
174,Bentleigh,2016-09-24,Unit,635000.0,2,1.0,2.0,118.0,5381.35593220339,1307000.0,-0.5141545524100994
175,Bentleigh,2017-02-25,House,1280000.0,3,2.0,4.0,587.0,2180.579216354344,1307000.0,-0.0206579954093343
176,Bentleigh,2017-02-25,House,1900000.0,5,2.0,2.0,567.0,3350.970017636684,1307000.0,0.4537107880642693
177,Bentleigh,2017-02-25,House,1230000.0,3,1.0,2.0,676.0,1819.526627218935,1307000.0,-0.0589135424636572
178,Bentleigh,2017-02-25,House,1150000.0,4,2.0,2.0,384.0,2994.7916666666665,1307000.0,-0.1201224177505738
179,Bentleigh,2016-07-26,House,1650000.0,4,2.0,2.0,570.0,2894.7368421052633,1307000.0,0.2624330527926549
180,Bentleigh,2016-07-26,Townhouse,670000.0,2,2.0,1.0,123.0,5447.154471544715,1307000.0,-0.4873756694720734
181,Bentleigh,2016-11-27,Townhouse,680000.0,2,1.0,1.0,83.0,8192.77108433735,1307000.0,-0.4797245600612089
182,Bentleigh,2016-11-27,Townhouse,1320000.0,4,3.0,3.0,346.0,3815.028901734104,1307000.0,0.0099464422341239
183,Bentleigh,2016-11-27,House,1380000.0,4,1.0,2.0,580.0,2379.310344827586,1307000.0,0.0558530986993114
184,Bentleigh,2016-11-27,House,1900000.0,6,3.0,2.0,708.0,2683.6158192090397,1307000.0,0.4537107880642693
185,Bentleigh,2016-08-28,House,1535000.0,3,2.0,2.0,572.0,2683.5664335664337,1307000.0,0.1744452945677123
186,Bentleigh,2016-08-28,House,1281000.0,4,1.0,5.0,594.0,2156.5656565656564,1307000.0,-0.0198928844682478
187,Bentleigh,2016-08-28,Unit,1096000.0,3,2.0,2.0,292.0,3753.4246575342463,1307000.0,-0.1614384085692425
188,Bentleigh,2016-08-28,House,1385000.0,5,2.0,2.0,664.0,2085.843373493976,1307000.0,0.0596786534047436
189,Bentleigh,2016-08-28,Townhouse,1245000.0,4,2.0,2.0,345.0,3608.695652173913,1307000.0,-0.0474368783473603
190,Bentleigh,2016-08-28,House,2620000.0,4,4.0,2.0,579.0,4525.043177892919,1307000.0,1.0045906656465189
191,Bentleigh,2016-07-30,Unit,760000.0,2,1.0,1.0,192.0,3958.3333333333335,1307000.0,-0.4185156847742923
192,Bentleigh East,2016-09-03,House,1410000.0,2,1.0,2.0,768.0,1835.9375,1100000.0,0.2818181818181818
193,Bentleigh East,2016-09-03,Townhouse,760000.0,3,1.0,2.0,287.0,2648.0836236933796,1100000.0,-0.3090909090909091
194,Bentleigh East,2016-09-03,House,825000.0,2,2.0,1.0,176.0,4687.5,1100000.0,-0.25
195,Bentleigh East,2016-12-03,Unit,746000.0,2,1.0,2.0,281.0,2654.8042704626337,1100000.0,-0.3218181818181818
196,Bentleigh East,2016-12-03,Unit,580000.0,1,1.0,1.0,105.0,5523.809523809524,1100000.0,-0.4727272727272727
197,Bentleigh East,2016-12-03,House,1275000.0,5,2.0,2.0,683.0,1866.7642752562224,1100000.0,0.1590909090909091
198,Bentleigh East,2016-12-03,House,1206000.0,3,1.0,2.0,603.0,2000.0,1100000.0,0.0963636363636363
199,Bentleigh East,2017-03-04,Townhouse,1115000.0,3,2.0,2.0,297.0,3754.2087542087543,1100000.0,0.0136363636363636
200,Bentleigh East,2017-03-04,House,1190000.0,4,2.0,3.0,591.0,2013.5363790186125,1100000.0,0.0818181818181818
201,Bentleigh East,2017-03-04,Unit,1025000.0,3,2.0,2.0,384.0,2669.2708333333335,1100000.0,-0.0681818181818181
202,Bentleigh East,2017-03-04,Unit,740000.0,3,2.0,1.0,258.0,2868.217054263566,1100000.0,-0.3272727272727272
203,Bentleigh East,2017-03-04,House,1960000.0,4,2.0,4.0,601.0,3261.231281198003,1100000.0,0.7818181818181819
204,Bentleigh East,2016-06-04,Unit,495000.0,2,1.0,1.0,76.0,6513.1578947368425,1100000.0,-0.55
205,Bentleigh East,2016-06-04,Unit,570000.0,2,1.0,1.0,145.0,3931.034482758621,1100000.0,-0.4818181818181818
206,Bentleigh East,2016-06-04,House,1220000.0,4,2.0,2.0,585.0,2085.4700854700855,1100000.0,0.109090909090909
207,Bentleigh East,2016-06-04,House,885000.0,3,1.0,2.0,565.0,1566.3716814159293,1100000.0,-0.1954545454545454
208,Bentleigh East,2016-06-04,Townhouse,830000.0,3,2.0,2.0,292.0,2842.4657534246576,1100000.0,-0.2454545454545454
209,Bentleigh East,2016-06-04,House,1137500.0,4,1.0,2.0,696.0,1634.33908045977,1100000.0,0.034090909090909
210,Bentleigh East,2016-06-04,House,1100000.0,4,2.0,2.0,633.0,1737.7567140600315,1100000.0,0.0
211,Bentleigh East,2016-08-06,House,1040000.0,3,2.0,2.0,598.0,1739.1304347826087,1100000.0,-0.0545454545454545
212,Bentleigh East,2016-08-06,Townhouse,1210000.0,4,3.0,2.0,291.0,4158.07560137457,1100000.0,0.1
213,Bentleigh East,2016-08-06,Townhouse,1160000.0,4,2.0,2.0,321.0,3613.707165109034,1100000.0,0.0545454545454545
214,Bentleigh East,2016-05-07,House,1215000.0,3,2.0,3.0,730.0,1664.3835616438355,1100000.0,0.1045454545454545
215,Bentleigh East,2016-05-07,House,1200000.0,4,2.0,2.0,619.0,1938.610662358643,1100000.0,0.0909090909090909
216,Bentleigh East,2016-05-07,House,1050000.0,3,2.0,2.0,627.0,1674.641148325359,1100000.0,-0.0454545454545454
217,Bentleigh East,2016-05-07,House,950000.0,5,2.0,4.0,618.0,1537.2168284789643,1100000.0,-0.1363636363636363
218,Bentleigh East,2016-05-07,House,689000.0,2,1.0,1.0,169.0,4076.923076923077,1100000.0,-0.3736363636363636
219,Bentleigh East,2016-05-07,House,1400000.0,3,2.0,2.0,653.0,2143.9509954058194,1100000.0,0.2727272727272727
220,Bentleigh East,2016-05-07,House,965000.0,3,1.0,4.0,574.0,1681.184668989547,1100000.0,-0.1227272727272727
221,Bentleigh East,2016-05-07,House,1338000.0,3,2.0,2.0,610.0,2193.44262295082,1100000.0,0.2163636363636363
